,"{'Name': '', 'Gender': 'Male', 'Married': False, 'Profession': 'president', 'Alive': True, 'Nationality': 'Unknown', 'Children': False}"
Pete Rock,"{'Name': 'Pete Rock', 'Gender': 'Male', 'Age': '44', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1970', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Rahul Gandhi,"{'Name': 'Rahul Gandhi', 'Gender': 'Male', 'Age': '44', 'Married': False, 'Profession': 'vice-president', 'Alive': True, 'Birthyear': '1970', 'Nationality': 'Indian', 'Deathyear': False, 'Children': False}"
Robert Mugabe,"{'Name': 'Robert Mugabe', 'Gender': 'Male', 'Age': '90', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1924', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Vijayaraje Scindia,"{'Name': 'Vijayaraje Scindia', 'Gender': 'Female', 'Age': '82', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1919', 'Nationality': 'Unknown', 'Deathyear': '2001', 'Children': False}"
Uma Bharati,"{'Name': 'Uma Bharati', 'Gender': 'Female', 'Age': '55', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1959', 'Nationality': 'Indian', 'Deathyear': False, 'Children': False}"
Daniel arap Moi,"{'Name': 'Daniel arap Moi', 'Gender': 'Male', 'Age': '90', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1924', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': True}"
Sikandar Kher,"{'Name': 'Sikandar Kher', 'Gender': 'Male', 'Age': '33', 'Married': False, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1981', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Dan Coats,"{'Name': 'Dan Coats', 'Gender': 'Male', 'Age': '71', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1943', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Jeremiah Wright,"{'Name': 'Jeremiah Wright', 'Gender': 'Male', 'Age': '73', 'Married': False, 'Profession': 'president', 'Alive': True, 'Birthyear': '1941', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
R. K. Narayan,"{'Name': 'R. K. Narayan', 'Gender': 'Male', 'Age': '95', 'Married': False, 'Profession': 'writer', 'Alive': False, 'Birthyear': '1906', 'Nationality': 'Indian', 'Deathyear': '2001', 'Children': False}"
Joseph Chamberlain,"{'Name': 'Joseph Chamberlain', 'Gender': 'Male', 'Age': '78', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1836', 'Nationality': 'Unknown', 'Deathyear': '1914', 'Children': True}"
Kurt von Schleicher,"{'Name': 'Kurt von Schleicher', 'Gender': 'Male', 'Age': '52', 'Married': False, 'Profession': 'president', 'Alive': False, 'Birthyear': '1882', 'Nationality': 'Unknown', 'Deathyear': '1934', 'Children': False}"
Ann Dunham,"{'Name': 'Ann Dunham', 'Gender': 'Female', 'Age': '53', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1942', 'Nationality': 'Unknown', 'Deathyear': '1995', 'Children': True}"
Thomas Carlyle,"{'Name': 'Thomas Carlyle', 'Gender': 'Male', 'Age': '86', 'Married': False, 'Profession': 'writer', 'Alive': False, 'Birthyear': '1795', 'Nationality': 'Unknown', 'Deathyear': '1881', 'Children': False}"
Michael Kijana Wamalwa,"{'Name': 'Michael Kijana Wamalwa', 'Gender': 'Male', 'Age': '59', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1944', 'Nationality': 'Kenyan', 'Deathyear': '2003', 'Children': False}"
John Stuart Mill,"{'Name': 'John Stuart Mill', 'Gender': 'Male', 'Age': '67', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1806', 'Nationality': 'British', 'Deathyear': '1873', 'Children': False}"
Barack Obama,"{'Name': 'Barack Obama', 'Gender': 'Male', 'Age': '53', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1961', 'Nationality': 'American', 'Deathyear': False, 'Children': True}"
Shekhar Kapur,"{'Name': 'Shekhar Kapur', 'Gender': 'Male', 'Age': '69', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1945', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Jack Dempsey,"{'Name': 'Jack Dempsey', 'Gender': 'Male', 'Age': '88', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1895', 'Nationality': 'American', 'Deathyear': '1983', 'Children': False}"
Man Singh I,"{'Name': 'Man Singh I', 'Gender': 'Male', 'Age': '64', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1550', 'Nationality': 'Unknown', 'Deathyear': '1614', 'Children': False}"
Nipsey Hussle,"{'Name': 'Nipsey Hussle', 'Gender': 'Male', 'Age': '29', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1985', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Louis IX of France,"{'Name': 'Louis IX of France', 'Gender': 'Male', 'Age': '56', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1214', 'Nationality': 'Unknown', 'Deathyear': '1270', 'Children': False}"
Harold Laski,"{'Name': 'Harold Laski', 'Gender': 'Male', 'Age': '57', 'Married': False, 'Profession': 'author', 'Alive': False, 'Birthyear': '1893', 'Nationality': 'British', 'Deathyear': '1950', 'Children': False}"
Alessandro Varotari,"{'Name': 'Alessandro Varotari', 'Gender': 'Male', 'Age': '61', 'Married': False, 'Profession': 'painter', 'Alive': False, 'Birthyear': '1588', 'Nationality': 'Italian', 'Deathyear': '1649', 'Children': False}"
Sherman W. Tribbitt,"{'Name': 'Sherman W. Tribbitt', 'Gender': 'Male', 'Age': '88', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1922', 'Nationality': 'Unknown', 'Deathyear': '2010', 'Children': False}"
Sir Stafford Cripps,"{'Name': 'Sir Stafford Cripps', 'Gender': 'Male', 'Age': '63', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1889', 'Nationality': 'Unknown', 'Deathyear': '1952', 'Children': False}"
Mahatma Gandhi,"{'Name': 'Mahatma Gandhi', 'Gender': 'Male', 'Age': '79', 'Married': True, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1869', 'Nationality': 'Unknown', 'Deathyear': '1948', 'Children': True}"
Janet Auchincloss Rutherfurd,"{'Name': 'Janet Auchincloss Rutherfurd', 'Gender': 'Female', 'Age': '40', 'Married': True, 'Profession': 'actress', 'Alive': False, 'Birthyear': '1945', 'Nationality': 'Unknown', 'Deathyear': '1985', 'Children': True}"
Austen Chamberlain,"{'Name': 'Austen Chamberlain', 'Gender': 'Female', 'Age': '74', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1863', 'Nationality': 'British', 'Deathyear': '1937', 'Children': False}"
Pay Jay Productions,"{'Name': 'Pay Jay Productions', 'Gender': 'Male', 'Age': '32', 'Married': False, 'Profession': 'rapper', 'Alive': False, 'Birthyear': '1974', 'Nationality': 'Unknown', 'Deathyear': '2006', 'Children': False}"
Matthew Santos,"{'Name': 'Matthew Santos', 'Gender': 'Male', 'Age': '32', 'Married': False, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1982', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Bal Gangadhar Tilak,"{'Name': 'Bal Gangadhar Tilak', 'Gender': 'Male', 'Age': '64', 'Married': False, 'Profession': 'teacher', 'Alive': False, 'Birthyear': '1856', 'Nationality': 'Indian', 'Deathyear': '1920', 'Children': False}"
David Souter,"{'Name': 'David Souter', 'Gender': 'Male', 'Age': '75', 'Married': False, 'Profession': 'president', 'Alive': True, 'Birthyear': '1939', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Kailash Chandra Joshi,"{'Name': 'Kailash Chandra Joshi', 'Gender': 'Male', 'Age': '85', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1929', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Georg von Hertling,"{'Name': 'Georg von Hertling', 'Gender': 'Male', 'Age': '76', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1843', 'Nationality': 'Unknown', 'Deathyear': '1919', 'Children': False}"
Robert Whaley,"{'Name': 'Robert Whaley', 'Gender': 'Male', 'Age': '32', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1982', 'Nationality': 'American', 'Deathyear': False, 'Children': False}"
Seth Low,"{'Name': 'Seth Low', 'Gender': 'Male', 'Age': '66', 'Married': False, 'Profession': 'president', 'Alive': False, 'Birthyear': '1850', 'Nationality': 'American', 'Deathyear': '1916', 'Children': False}"
Kwame Raoul,"{'Name': 'Kwame Raoul', 'Gender': 'Male', 'Age': '50', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1964', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Vera Nabokov,"{'Name': 'Vera Nabokov', 'Gender': 'Male', 'Age': '89', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1902', 'Nationality': 'Unknown', 'Deathyear': '1991', 'Children': True}"
Diane Black,"{'Name': 'Diane Black', 'Gender': 'Female', 'Age': '63', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1951', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
P.V. Narasimha Rao,"{'Name': 'P.V. Narasimha Rao', 'Gender': 'Male', 'Age': '83', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1921', 'Nationality': 'Indian', 'Deathyear': '2004', 'Children': False}"
Wendell Anderson,"{'Name': 'Wendell Anderson', 'Gender': 'Male', 'Age': '81', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1933', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Scott Trimble,"{'Name': 'Scott Trimble', 'Gender': 'Male', 'Age': '37', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1977', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Randall L. Stephenson,"{'Name': 'Randall L. Stephenson', 'Gender': 'Male', 'Age': '54', 'Married': False, 'Profession': 'president', 'Alive': True, 'Birthyear': '1960', 'Nationality': 'American', 'Deathyear': False, 'Children': False}"
Roger Clinton Jr.,"{'Name': 'Roger Clinton Jr.', 'Gender': 'Male', 'Age': '58', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1956', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Kevin Costner,"{'Name': 'Kevin Costner', 'Gender': 'Male', 'Age': '59', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1955', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Elizabeth Warren,"{'Name': 'Elizabeth Warren', 'Gender': 'Female', 'Age': '65', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1949', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Earle C. Clements,"{'Name': 'Earle C. Clements', 'Gender': 'Male', 'Age': '89', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1896', 'Nationality': 'Unknown', 'Deathyear': '1985', 'Children': False}"
P. V. Narasimha Rao,"{'Name': 'P. V. Narasimha Rao', 'Gender': 'Male', 'Age': '83', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1921', 'Nationality': 'Indian', 'Deathyear': '2004', 'Children': False}"
Frank D. White,"{'Name': 'Frank D. White', 'Gender': 'Male', 'Age': '70', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1933', 'Nationality': 'Unknown', 'Deathyear': '2003', 'Children': False}"
Laura Bush,"{'Name': 'Laura Bush', 'Gender': 'Female', 'Age': '68', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1946', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Franz Bracht,"{'Name': 'Franz Bracht', 'Gender': 'Male', 'Age': '56', 'Married': False, 'Profession': 'president', 'Alive': False, 'Birthyear': '1877', 'Nationality': 'German', 'Deathyear': '1933', 'Children': False}"
Jean-Jacques Rousseau,"{'Name': 'Jean-Jacques Rousseau', 'Gender': 'Male', 'Age': '66', 'Married': False, 'Profession': 'writer', 'Alive': False, 'Birthyear': '1712', 'Nationality': 'Unknown', 'Deathyear': '1778', 'Children': False}"
Fidel Castro,"{'Name': 'Fidel Castro', 'Gender': 'Male', 'Age': '88', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1926', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Rituparno Ghosh,"{'Name': 'Rituparno Ghosh', 'Gender': 'Male', 'Age': '50', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1963', 'Nationality': 'Unknown', 'Deathyear': '2013', 'Children': False}"
Tim Robbins,"{'Name': 'Tim Robbins', 'Gender': 'Male', 'Age': '56', 'Married': False, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1958', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Esfandiar Rahim Mashaei,"{'Name': 'Esfandiar Rahim Mashaei', 'Gender': 'Male', 'Age': '54', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1960', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Sonia Sotomayor,"{'Name': 'Sonia Sotomayor', 'Gender': 'Female', 'Age': '60', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1954', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Elihu Root,"{'Name': 'Elihu Root', 'Gender': 'Male', 'Age': '92', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1845', 'Nationality': 'Unknown', 'Deathyear': '1937', 'Children': False}"
Sonam Kapoor,"{'Name': 'Sonam Kapoor', 'Gender': 'Female', 'Age': '29', 'Married': False, 'Profession': 'actress', 'Alive': True, 'Birthyear': '1985', 'Nationality': 'Indian', 'Deathyear': False, 'Children': False}"
Lil Wayne,"{'Name': 'Lil Wayne', 'Gender': 'Male', 'Age': '32', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1982', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Yash Chopra,"{'Name': 'Yash Chopra', 'Gender': 'Male', 'Age': '80', 'Married': True, 'Profession': 'writer', 'Alive': False, 'Birthyear': '1932', 'Nationality': 'Indian', 'Deathyear': '2012', 'Children': True}"
David Guetta,"{'Name': 'David Guetta', 'Gender': 'Male', 'Age': '47', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1967', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Hans Luther,"{'Name': 'Hans Luther', 'Gender': 'Female', 'Age': '83', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1879', 'Nationality': 'Unknown', 'Deathyear': '1962', 'Children': False}"
Jonathan Winters,"{'Name': 'Jonathan Winters', 'Gender': 'Male', 'Age': '88', 'Married': False, 'Profession': 'actor', 'Alive': False, 'Birthyear': '1925', 'Nationality': 'Unknown', 'Deathyear': '2013', 'Children': True}"
Mike Todd,"{'Name': 'Mike Todd', 'Gender': 'Male', 'Age': '49', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1909', 'Nationality': 'Unknown', 'Deathyear': '1958', 'Children': True}"
David Dewhurst,"{'Name': 'David Dewhurst', 'Gender': 'Male', 'Age': '69', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1945', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Chelsea Clinton,"{'Name': 'Chelsea Clinton', 'Gender': 'Female', 'Age': '34', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1980', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Henry Kissinger,"{'Name': 'Henry Kissinger', 'Gender': 'Male', 'Age': '91', 'Married': True, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1923', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Brandon Jenner,"{'Name': 'Brandon Jenner', 'Gender': 'Male', 'Age': '33', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1981', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Karl Popper,"{'Name': 'Karl Popper', 'Gender': 'Male', 'Age': '92', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1902', 'Nationality': 'Austro-British', 'Deathyear': '1994', 'Children': False}"
Young MC,"{'Name': 'Young MC', 'Gender': 'Male', 'Age': '47', 'Married': False, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1967', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Redd Foxx,"{'Name': 'Redd Foxx', 'Gender': 'Male', 'Age': '69', 'Married': False, 'Profession': 'actor', 'Alive': False, 'Birthyear': '1922', 'Nationality': 'American', 'Deathyear': '1991', 'Children': False}"
FKA twigs,"{'Name': 'FKA twigs', 'Gender': 'Female', 'Age': '26', 'Married': False, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1988', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Satish Gujral,"{'Name': 'Satish Gujral', 'Gender': 'Male', 'Age': '89', 'Married': True, 'Profession': 'painter', 'Alive': True, 'Birthyear': '1925', 'Nationality': 'Indian', 'Deathyear': False, 'Children': False}"
Presidency of Barack Obama,"{'Name': 'Presidency of Barack Obama', 'Gender': 'Male', 'Age': '53', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1961', 'Nationality': 'American', 'Deathyear': False, 'Children': True}"
Gustav Stresemann,"{'Name': 'Gustav Stresemann', 'Gender': 'Male', 'Age': '51', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1878', 'Nationality': 'Unknown', 'Deathyear': '1929', 'Children': False}"
William V. Roth Jr.,"{'Name': 'William V. Roth Jr.', 'Gender': 'Male', 'Age': '82', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1921', 'Nationality': 'Unknown', 'Deathyear': '2003', 'Children': False}"
Barack H. Obama Jr.,"{'Name': 'Barack H. Obama Jr.', 'Gender': 'Male', 'Age': '53', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1961', 'Nationality': 'American', 'Deathyear': False, 'Children': True}"
Kenny Smith,"{'Name': 'Kenny Smith', 'Gender': 'Male', 'Age': '49', 'Married': False, 'Profession': 'basketball player', 'Alive': True, 'Birthyear': '1965', 'Nationality': 'American', 'Deathyear': False, 'Children': False}"
Sanjay Singh,"{'Name': 'Sanjay Singh', 'Gender': 'Male', 'Age': '63', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1951', 'Nationality': 'Indian', 'Deathyear': False, 'Children': False}"
Raphael Saadiq,"{'Name': 'Raphael Saadiq', 'Gender': 'Male', 'Age': '48', 'Married': False, 'Profession': 'singer', 'Alive': True, 'Birthyear': '1966', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Gopal Godse,"{'Name': 'Gopal Godse', 'Gender': 'Male', 'Age': '86', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1919', 'Nationality': 'Unknown', 'Deathyear': '2005', 'Children': False}"
Trenton Hassell,"{'Name': 'Trenton Hassell', 'Gender': 'Male', 'Age': '35', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1979', 'Nationality': 'American', 'Deathyear': False, 'Children': False}"
Kurt Eisner,"{'Name': 'Kurt Eisner', 'Gender': 'Male', 'Age': '52', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1867', 'Nationality': 'German', 'Deathyear': '1919', 'Children': False}"
Tupac Shakur,"{'Name': 'Tupac Shakur', 'Gender': 'Male', 'Age': '25', 'Married': False, 'Profession': 'rapper', 'Alive': False, 'Birthyear': '1971', 'Nationality': 'Unknown', 'Deathyear': '1996', 'Children': False}"
Beau Biden,"{'Name': 'Beau Biden', 'Gender': 'Male', 'Age': '45', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1969', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Dwight D. Eisenhower,"{'Name': 'Dwight D. Eisenhower', 'Gender': 'Male', 'Age': '79', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1890', 'Nationality': 'Unknown', 'Deathyear': '1969', 'Children': True}"
Gigi Hadid,"{'Name': 'Gigi Hadid', 'Gender': 'Female', 'Age': '19', 'Married': False, 'Profession': 'model', 'Alive': True, 'Birthyear': '1995', 'Nationality': 'American', 'Deathyear': False, 'Children': False}"
Sam Houston,"{'Name': 'Sam Houston', 'Gender': 'Male', 'Age': '70', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1793', 'Nationality': 'Unknown', 'Deathyear': '1863', 'Children': False}"
Lavon Heidemann,"{'Name': 'Lavon Heidemann', 'Gender': 'Male', 'Age': '56', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1958', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Martin Luther King Jr.,"{'Name': 'Martin Luther King Jr.', 'Gender': 'Male', 'Age': '39', 'Married': True, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1929', 'Nationality': 'Unknown', 'Deathyear': '1968', 'Children': True}"
Leo Tolstoy,"{'Name': 'Leo Tolstoy', 'Gender': 'Male', 'Age': '82', 'Married': False, 'Profession': 'writer', 'Alive': False, 'Birthyear': '1828', 'Nationality': 'Russian', 'Deathyear': '1910', 'Children': True}"
Kirron Kher,"{'Name': 'Kirron Kher', 'Gender': 'Female', 'Age': '59', 'Married': True, 'Profession': 'actress', 'Alive': True, 'Birthyear': '1955', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
John Adams,"{'Name': 'John Adams', 'Gender': 'Male', 'Age': '91', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1735', 'Nationality': 'Unknown', 'Deathyear': '1826', 'Children': True}"
Emile Haynie,"{'Name': 'Emile Haynie', 'Gender': 'Male', 'Age': '34', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1980', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
J. Edward Roush,"{'Name': 'J. Edward Roush', 'Gender': 'Male', 'Age': '84', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1920', 'Nationality': 'Unknown', 'Deathyear': '2004', 'Children': True}"
Benito Albino Mussolini,"{'Name': 'Benito Albino Mussolini', 'Gender': 'Female', 'Age': '57', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1880', 'Nationality': 'Unknown', 'Deathyear': '1937', 'Children': True}"
Waldemar Pabst,"{'Name': 'Waldemar Pabst', 'Gender': 'Male', 'Age': '90', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1880', 'Nationality': 'German', 'Deathyear': '1970', 'Children': False}"
Leo XII,"{'Name': 'Leo XII', 'Gender': 'Male', 'Age': '69', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1760', 'Nationality': 'Unknown', 'Deathyear': '1829', 'Children': False}"
Ram Vilas Paswan,"{'Name': 'Ram Vilas Paswan', 'Gender': 'Male', 'Age': '68', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1946', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Leonardo DiCaprio,"{'Name': 'Leonardo DiCaprio', 'Gender': 'Male', 'Age': '40', 'Married': False, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1974', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Augustine of Hippo,"{'Name': 'Augustine of Hippo', 'Gender': 'Male', 'Age': '76', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '354', 'Nationality': 'Unknown', 'Deathyear': '430', 'Children': False}"
Thomas Mifflin,"{'Name': 'Thomas Mifflin', 'Gender': 'Male', 'Age': '56', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1744', 'Nationality': 'Unknown', 'Deathyear': '1800', 'Children': False}"
Hubert Humphrey,"{'Name': 'Hubert Humphrey', 'Gender': 'Male', 'Age': '67', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1911', 'Nationality': 'Unknown', 'Deathyear': '1978', 'Children': True}"
Douglas Haig,"{'Name': 'Douglas Haig', 'Gender': 'Male', 'Age': '67', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1861', 'Nationality': 'Unknown', 'Deathyear': '1928', 'Children': False}"
Boney Kapoor,"{'Name': 'Boney Kapoor', 'Gender': 'Male', 'Age': '59', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1955', 'Nationality': 'Indian', 'Deathyear': False, 'Children': True}"
Moses Wetangula,"{'Name': 'Moses Wetangula', 'Gender': 'Male', 'Age': '58', 'Married': False, 'Profession': 'leader', 'Alive': True, 'Birthyear': '1956', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': False}"
Ahmed Shafik,"{'Name': 'Ahmed Shafik', 'Gender': 'Male', 'Age': '73', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1941', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Michael Phelps,"{'Name': 'Michael Phelps', 'Gender': 'Male', 'Age': '29', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1985', 'Nationality': '&#160;United States', 'Deathyear': False, 'Children': False}"
Elbridge Gerry,"{'Name': 'Elbridge Gerry', 'Gender': 'Male', 'Age': '70', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1744', 'Nationality': 'Unknown', 'Deathyear': '1814', 'Children': True}"
Amina Mohamed,"{'Name': 'Amina Mohamed', 'Gender': 'Female', 'Age': '53', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1961', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': True}"
George Washington,"{'Name': 'George Washington', 'Gender': 'Male', 'Age': '67', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1732', 'Nationality': 'Unknown', 'Deathyear': '1799', 'Children': False}"
Pope Gregory XVI,"{'Name': 'Pope Gregory XVI', 'Gender': 'Male', 'Age': '81', 'Married': False, 'Profession': 'pope', 'Alive': False, 'Birthyear': '1765', 'Nationality': 'Unknown', 'Deathyear': '1846', 'Children': False}"
Paul G. Kirk,"{'Name': 'Paul G. Kirk', 'Gender': 'Male', 'Age': '76', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1938', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Rob Kardashian,"{'Name': 'Rob Kardashian', 'Gender': 'Male', 'Age': '27', 'Married': False, 'Profession': 'model', 'Alive': True, 'Birthyear': '1987', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Joe Biden,"{'Name': 'Joe Biden', 'Gender': 'Male', 'Age': '72', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1942', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Paul Bronsart von Schellendorff,"{'Name': 'Paul Bronsart von Schellendorff', 'Gender': 'Male', 'Age': '59', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1832', 'Nationality': 'Unknown', 'Deathyear': '1891', 'Children': False}"
Harlan Mathews,"{'Name': 'Harlan Mathews', 'Gender': 'Male', 'Age': '87', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1927', 'Nationality': 'American', 'Deathyear': '2014', 'Children': True}"
